reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,cleaned_content,polarity,sentiment
779ed083-4bc2-4253-ba8f-2c41f9dca07c,Tobi Amina,برمجة هاتف,5,0,,2023-04-23 14:41:17,,,برمجة هاتف,0.0,Neutre
490e0c2b-0f09-410f-afdb-ea137c1a586e,Qwas Sss,المرجو إضافة شحن المحفظة عبر التعبئة,1,1,,2023-04-13 00:20:00,,,المرجو إضافة شحن المحفظة عبر التعبئة,0.0,Neutre
370e82b1-9b0c-495c-b148-e0eb64bcb8f6,Hajar,سحب لي تمن فاتوره مرتين لنفس الشهر .ولا احد يجيب,1,1,1.5.7,2023-04-11 12:37:28,,,سحب لي تمن فاتوره مرتين لنفس الشهر .ولا احد يجيب,0.0,Neutre
7f49da0b-30b2-4129-bc2e-10db8f5e0b3a,HASSANE EL MESKIRI,Bonjour je reçois des appels téléphoniques agaçants d'Orange prétendant que j'ai des dettes anciens en 2021 alors que mon numéro d'orange n'a jamais été un forfait et je n'ai pas de dettes en vers eux. Cette situation m'embête et diminue largement ma confiance envers cet opérateur.,1,28,1.5.7,2023-04-01 11:51:43,,,bonjour je reçois des appels téléphoniques agaçants d'orange prétendant que j'ai des dettes anciens en 2021 alors que mon numéro d'orange n'a jamais été un forfait et je n'ai pas de dettes en vers eux. cette situation m'embête et diminue largement ma confiance envers cet opérateur.,-0.02666666666666666,Neutre
b39d92b7-c6a4-4f5c-83c1-51fe08dfc5a6,Mohsin Dani,Application sans utilité réduction 10% sur une seul facture ce n'est pas motivant dû tout payé sa facture par carte bancaire est plus simple,1,23,1.5.7,2023-03-31 23:58:35,,,application sans utilité réduction 10 sur une seul facture ce n'est pas motivant dû tout payé sa facture par carte bancaire est plus simple,0.08333333333333333,Neutre
68aaded4-8aaa-4e71-a9be-72dfa37cf3b1,ilham,"Bonjour, prière de régler le problème de la mise à jour de votre application Orange et Moi elle ne fonctionne pas sur l'HONOR x9a / one plus / Google pixel et oppo",1,8,,2023-03-27 11:17:50,,,"bonjour, prière de régler le problème de la mise à jour de votre application orange et moi elle ne fonctionne pas sur l'honor x9a one plus google pixel et oppo",0.075,Neutre
532c1e83-3ce1-4ea2-9dca-16fc9baa5b91,rachid elhannaoui,Mersi,5,1,1.5.7,2023-03-17 12:58:37,,,mersi,0.0,Neutre
8fce49a1-e6c9-4488-8875-24ab29493d49,R-one jaad,محدودة جدا,1,0,1.5.7,2023-03-16 07:55:05,,,محدودة جدا,0.0,Neutre
fac348ae-f112-4f77-b7b2-3130bb467b37,soufiane cjerraj,روعة,5,1,1.5.7,2023-03-09 14:51:26,,,روعة,0.0,Neutre
7f7b4b2b-e8de-4fb8-87b4-d975cb2095e7,ottmane lazouzi,Depuis la dernière MAJ rien ne marche,1,0,,2023-03-09 13:35:49,,,depuis la dernière maj rien ne marche,-0.29,Négatif
5fc984da-9ea5-4db3-8d7f-14675239eef2,Technical Solutions,L'appli s'est bloquée ce matin sans raison,1,1,1.5.7,2023-03-09 07:49:06,,,l'appli s'est bloquée ce matin sans raison,0.0,Neutre
eb0c3961-0254-420f-9884-b3c26e23f344,badr bentaoune,Chefara wlad l9hab,1,0,1.5.7,2023-03-01 15:54:30,,,chefara wlad l9hab,0.0,Neutre
de93d85d-8973-48e9-a108-f515328fb0f9,DRAGON FEU,ليردون بعت رمز تحول,1,1,1.5.7,2023-02-21 10:43:24,,,ليردون بعت رمز تحول,0.0,Neutre
2cfaa157-fdfa-4a75-8f44-cd91bb402bb3,elrhazali toufik,Tres bonne,5,1,1.5.6,2023-02-14 23:45:04,,,tres bonne,1.0,Positif
9c6a7c01-a534-4338-8b34-613f9783639d,Masmoudi Taha,"Cette apk profite au client ne le utilise pas,😤😤",1,2,1.5.7,2023-02-13 16:42:26,,,"cette apk profite au client ne le utilise pas,",0.0,Neutre
b28b33c5-399b-4f7f-8a9c-8bc6e0eeb88d,jamal Mohamed,Est-il possible de payer des achats sur Internet avec application,3,1,1.5.6,2023-01-26 21:34:43,,,est il possible de payer des achats sur internet avec application,0.0,Neutre
dfd1f03a-54cd-4baf-8889-97403863a544,AbdeRRAZAK ABID,Service médiocre. Un prestataire qui envoie les e-mails de confirmations à sa guise.,1,3,1.5.6,2023-01-25 16:12:39,,,service médiocre. un prestataire qui envoie les e mails de confirmations à sa guise.,-0.4,Négatif
5eb3e423-61d8-4ff3-b88e-bf758c952299,Abdessamad Bendriss,لقد سجلت رقم سري و بعد دقيقة اردت دخول يقول لي رقم سري خطأ ههههه سيستم ضعيف اتمنا تغير سرفر المجنون هاذا 😂,1,1,1.5.6,2023-01-18 11:11:17,,,لقد سجلت رقم سري و بعد دقيقة اردت دخول يقول لي رقم سري خطأ ههههه سيستم ضعيف اتمنا تغير سرفر المجنون هاذا,0.0,Neutre
fef9f376-8045-4685-8fef-6df9018d74e5,mustapha cherkaoui,mustapha cherkaoui 1p,5,0,1.5.6,2023-01-01 16:05:03,,,mustapha cherkaoui 1p,0.0,Neutre
2583655c-6eef-4ad1-aa81-b0fb6f6ac8a4,redouane ouasmine,"Bonjour J'ai réinitialisé mon tel et quand j'ai réinstallé l'application ça me demande de taper le sms je te tape et ça me répond ""une erreur est survenue veuillez ressayer ultérieurement"" j'ai desinstallé et réinstallé et toujours le même message",3,9,1.5.6,2022-12-31 15:44:49,,,bonjour j'ai réinitialisé mon tel et quand j'ai réinstallé l'application ça me demande de taper le sms je te tape et ça me répond une erreur est survenue veuillez ressayer ultérieurement j'ai desinstallé et réinstallé et toujours le même message,0.0,Neutre
468f6634-542d-433a-abd2-7af0c8fa7fc0,test,Bonjour impossible de entrer dans l'appli quand on se connecte sa ferme systematiquement merci de regler l appli,1,25,1.5.6,2022-12-23 21:54:14,,,bonjour impossible de entrer dans l'appli quand on se connecte sa ferme systematiquement merci de regler l appli,0.016666666666666663,Neutre
aabcd788-af4f-4d87-be23-43f485e44d57,محمد الحمودي,بسيطة وسهلة الاستعمال,5,1,1.5.6,2022-12-22 18:24:20,,,بسيطة وسهلة الاستعمال,0.0,Neutre
34a84203-96b1-4f58-baf3-d23c8161b14b,maryam el,"Bonjour je viens d, installée lapplication mais j'pas reçu le code d'activation sur mon telephone pour que je puisse terminé l'inscription merci d'avance",1,2,,2022-12-01 12:23:17,,,"bonjour je viens d, installée lapplication mais j'pas reçu le code d'activation sur mon telephone pour que je puisse terminé l'inscription merci d'avance",0.3,Positif
abaf20ca-f448-414f-9b3a-132688d81f41,Emmanuella céleste Ngono,"Je viens de télécharger l'application mais jusqu'à présent elle est bloquée sur ""passer"" je me suis dis que c'était peut-être un bug. Donc, j'ai même redémarré mon téléphone mais c'est toujours pareille. Si je peux même pas l'utiliser c'est vraiment...boooff 🤷",1,36,1.5.6,2022-11-29 22:07:51,,,"je viens de télécharger l'application mais jusqu'à présent elle est bloquée sur passer je me suis dis que c'était peut être un bug. donc, j'ai même redémarré mon téléphone mais c'est toujours pareille. si je peux même pas l'utiliser c'est vraiment...boooff",0.044,Neutre
60a75894-0b54-4d37-b04b-6c3fb9fce90f,Mouhcine EN-enjjari,تالىررر,5,1,1.5.6,2022-11-19 19:46:04,,,تالىررر,0.0,Neutre
2fd6a142-9b20-49e1-8749-77e054b1d0d9,Badia Ayoub,مدهش,5,0,1.5.6,2022-11-18 17:02:21,,,مدهش,0.0,Neutre
fd2c2e4f-cd53-4b87-ab36-4ac71f6c4abf,marya raji,Cette semaine j'essaye d'alimenter mon portefeuille mais à chaque fois il me affiche le même msg; votre demande est en cours de traitement,1,0,1.5.6,2022-11-15 09:08:08,,,cette semaine j'essaye d'alimenter mon portefeuille mais à chaque fois il me affiche le même msg votre demande est en cours de traitement,0.0,Neutre
5383c4e2-9bb3-4cd6-b0c2-21b2b99747c6,Ayoub Smimi,أيوب سمينة,5,0,,2022-11-12 12:47:16,,,أيوب سمينة,0.0,Neutre
a687b6b2-0960-4ddf-9185-d9c71172a427,Mohammed Ismaili,"...,bonne journée / courage",4,1,,2022-11-01 12:05:44,,,"...,bonne journée courage",0.0,Neutre
e2d7c9e9-bec8-4ea1-a2eb-af74600948d9,kawkaw houssyn,C bon,4,0,1.1,2022-10-22 19:26:30,,,c bon,0.7,Positif
33ac5401-4d32-4aad-9a0e-dfef1701fe01,Ahmed Nhairi,محتوى مضمون,5,0,,2022-10-12 01:53:28,,,محتوى مضمون,0.0,Neutre
4e851a65-cc77-4337-8cae-8a97c680f4fd,bely med,Bonne app,5,1,1.5.6,2022-10-09 17:07:39,,,bonne app,0.7,Positif
1fb7062d-766f-462a-adb3-009d71726ad4,kamal tnifas,Mauvaise services et très mauvaise téléphoniste,1,1,,2022-10-04 12:56:37,,,mauvaise services et très mauvaise téléphoniste,-0.855,Négatif
332aa8b7-1baa-471a-81fc-a5bd2badc48f,Mostafa Barhani,تطبيق جيد.ولكن بخصوص 10% المستردة من الاستخلاص غير مشغلة.,3,0,1.5.6,2022-10-04 07:00:52,,,تطبيق جيد.ولكن بخصوص 10 المستردة من الاستخلاص غير مشغلة.,0.0,Neutre
8feb7945-86a5-4399-b1b5-e5ffa3bd31a4,Hamza Elmoussaid,Echec de la transaction du :Maximum tout montant porteur de transaction par mois pour les payeur atteint,1,0,1.5.4,2022-09-20 02:56:08,,,echec de la transaction du maximum tout montant porteur de transaction par mois pour les payeur atteint,0.22,Positif
fe353c7a-81c8-4f75-baec-4f56acbf6030,Almami Diaby,"Le service est éclater , pour juste augmenter le plafond de mon compte j'arrive pas cela fais 1 semaine",1,3,1.5.6,2022-09-17 11:14:49,,,"le service est éclater , pour juste augmenter le plafond de mon compte j'arrive pas cela fais 1 semaine",0.22,Positif
72a9301e-1b56-41b4-a56c-dfd1189b874b,Dr Wiam Dounia AL ALAMI EL IDRISSI,Top,5,0,1.5.6,2022-09-14 20:53:48,,,top,0.0,Neutre
b8b05241-15f6-4fd6-b4ee-ad83d392841d,abdellah Ouazri,Excellente ...! Merci infiniment pour votre part.,5,2,1.5.6,2022-09-02 22:31:53,,,excellente ...! merci infiniment pour votre part.,0.4625,Positif
323071b8-2f22-4817-ac3b-4f5ea2ea75c5,Abdelmajid Ghanimi,لم أستفد من تخفيض تعبئة,2,1,1.5.6,2022-09-02 14:04:12,,,لم أستفد من تخفيض تعبئة,0.0,Neutre
c619793c-c263-41fa-aa75-1ccfffcfb9ca,hicham drissi,Service nulle Pour tirer l'argent tu dois aller à plusieurs agences,1,1,,2022-08-18 18:05:11,"Bonjour Mr hicham drissi , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 et Pour plus d’info, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-08-19 19:27:30,service nulle pour tirer l'argent tu dois aller à plusieurs agences,-0.2,Négatif
49e4ab2a-6ad8-4add-a9f8-6490353e9ee2,Lurelle Mezui,Est-il possible de recevoir de l'argent sur un compte orange money depuis le Sénégal ??,2,1,1.5.6,2022-08-14 18:41:15,"Bonjour Mme Lurelle Mezui , Nous vous remercions pour votre intérêt, pour le moment la réception d’argent n’est pas disponible depuis le Sénégal et plusieurs évolutions sont à venir afin de s’adapter à vos différents usages .Pour plus d’info sur le service Orange Money merci de visiter notre site https://www.orange.ma/orangemoney. Bonne journée.",2021-03-01 19:52:49,est il possible de recevoir de l'argent sur un compte orange money depuis le sénégal ??,0.0,Neutre
5c81e1d4-0c92-4b02-b077-e84f08322093,ben abdel,J'ai alimenté mon compte par carte alors que la somme n'a pas été ajouté !,1,4,1.5.6,2022-08-11 06:02:44,"Bonjour Mr ben abdel, afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 et Pour plus d’info, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-08-16 19:30:23,j'ai alimenté mon compte par carte alors que la somme n'a pas été ajouté !,0.0625,Neutre
eb518b4f-a8ee-4355-afc7-fc346d5b2cb9,heepoo ff - هيبو,إقطاعات تصل إلى 3 دراهم,1,1,1.5.6,2022-08-10 23:00:00,"مرحبا السيد هيبو
ندعوكم إلى الاتصال بخدمة العملاء على 441 أو 0621000441 لتزويدكم بالمساعدة اللازمة
يوم سعيد",2022-08-16 19:30:22,إقطاعات تصل إلى 3 دراهم,0.0,Neutre
3abece58-1554-4f3f-9ff9-05e88628b753,Abdo Abdo,تطبيق فيه أعطال,1,1,,2022-08-08 21:03:29,"مرحبا السيد عبدو
ندعوكم إلى الاتصال بخدمة العملاء على 441 أو 0621000441 لتزويدكم بالمساعدة اللازمة
. يوم سعيد",2022-08-10 16:27:20,تطبيق فيه أعطال,0.0,Neutre
e8199a8a-4857-45f1-960e-ffaf98deb208,youssef youssef,j'arrive à verser de l'argent depuis l'application mais lorsqu'on me fait un virement je ne reçois rien,1,17,1.5.6,2022-07-21 13:24:02,"Bonjour Mr Youssef , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 et Pour plus d’info , N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-08-04 16:24:56,j'arrive à verser de l'argent depuis l'application mais lorsqu'on me fait un virement je ne reçois rien,0.0,Neutre
783d1077-164a-4d27-8bd4-b692719bcb0b,abdou meziane,شكرا,2,0,1.5.6,2022-07-09 21:01:06,"مرحبا السيد عبدو مزيان
نشكركم على اهتمامكم بمنتوجنا
للمزيد من المعلومات يرجى زيارة: www.orange.ma/orangemoney
يوم سعيد",2022-07-14 10:28:09,شكرا,0.0,Neutre
4b43e124-5b4d-4dc3-a855-331b9f833430,Chahbouni Mohamed,لقد بعملية حوالة بقيمة 250درهم ولاكن لم تتوصل بها في حسابي اورنج موني .اين المشكل,5,1,1.5.6,2022-07-08 21:36:03,"مرحبا السيد محمد شهبوني
ندعوكم إلى الاتصال بخدمة العملاء على 441 أو 0621000441 لتزويدكم بالمساعدة اللازمة
يوم سعيد",2022-07-14 10:28:10,لقد بعملية حوالة بقيمة 250درهم ولاكن لم تتوصل بها في حسابي اورنج موني .اين المشكل,0.0,Neutre
9fe66aee-0310-44bd-8f84-afa7aa0f4680,Nezha Sahsah,Pratique et fiable.,5,2,1.5.4,2022-07-07 15:15:15,"Bonjour Mme Nezha Sahsah , Nous vous remercions pour votre intérêt et votre confiance. Pour plus d’info sur le service Orange Money, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-07-14 10:28:12,pratique et fiable.,0.2,Positif
dffb69d5-009d-4deb-8fd0-7b44fe6f8591,Mohssine Gamra,Tfo,1,1,1.5.4,2022-07-02 13:59:18,"Bonjour Mr Mohssine Gamra , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 et Pour plus d’info n'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-07-14 10:28:13,tfo,0.0,Neutre
b3119c81-2a0a-4d69-800f-078a3cbb6d27,adil adil,Bon application,5,1,1.5.4,2022-06-15 05:59:12,,,bon application,0.7,Positif
66ac60f2-729d-49a8-83a9-2972a0001d26,Kaddani Abdessamad,Portefeuille électronique facile à utiliser et plus pratique,5,6,1.5.4,2022-06-08 08:49:08,,,portefeuille électronique facile à utiliser et plus pratique,0.265,Positif
d6c48f4b-a430-4185-a9fa-353278f02cc5,Fatima Haroual,علاش مخدمتش لي الهدية ديال عيد الميلاد,4,0,,2022-06-06 20:47:36,,,علاش مخدمتش لي الهدية ديال عيد الميلاد,0.0,Neutre
0d5d8a2e-2e40-45ed-b6b0-bb7d63580a43,Sisouf Casawi,Nuuul,1,1,1.5.4,2022-05-17 16:09:44,,,nuuul,0.0,Neutre
58f260b3-e673-4d00-ac65-3cfc999a8100,said said,Nuuuuuuuuuul,1,1,1.5.4,2022-05-15 17:11:38,,,nuuuuuuuuuul,0.0,Neutre
dff5923b-5c0e-45c9-ba01-d1ecbffc6763,abdou merz,Cashback de transaction 10%n est pas disponible,1,2,1.5.4,2022-05-11 20:43:01,,,cashback de transaction 10 n est pas disponible,-0.05,Neutre
530f9c68-da65-46a4-b5ee-82d254e90c57,Hasnaa Abderafi,Mon compte est bloqué je sais pas pourquoi,5,0,1.5.4,2022-04-23 13:51:23,"Bonjour Mme Hasnaa Abderafi , Nous vous remercions pour votre intérêt, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2021-11-16 18:01:13,mon compte est bloqué je sais pas pourquoi,0.0,Neutre
021b4887-29f0-49d1-943b-6520074440b6,Hamza El Gaout,"Très bonne application intuitif regroupe tout les rubriques dans un seul endroit, les CashinCMI se passe bien pas d'anomalie, c'est devenu mon application favori pour payer ma facture et même de mes proche et d'ailleurs je reçois mes 10% de cashBack donc moi je recommande",5,300,1.5.4,2022-04-23 02:21:15,,,"très bonne application intuitif regroupe tout les rubriques dans un seul endroit, les cashincmi se passe bien pas d'anomalie, c'est devenu mon application favori pour payer ma facture et même de mes proche et d'ailleurs je reçois mes 10 de cashback donc moi je recommande",0.2425,Positif
0f9f1ed4-58d6-475b-95e8-0d715965a965,Aissa Tariq,Good,5,1,1.5.4,2022-04-18 23:31:17,,,good,0.0,Neutre
0da3514f-6896-4579-8145-ae3db208379d,Noureddine Sif,"Bonjour, Y'a t'il un problème dans applications? Je ne récupère plus les 10% sur les factures payés.",1,5,1.5.4,2022-04-07 14:02:47,"Bonjour Mr Noureddine Sif , le cashback de 10% est déjà affecté sur les comptes , si vous avez besoin d’assistance ou plus d'informations, nous vous invitons à contacter notre service client au 441,0621000441 ou visiter notre site internet www.orange.ma/orangemoney. Excellente journée",2022-04-11 17:19:09,"bonjour, y'a t'il un problème dans applications? je ne récupère plus les 10 sur les factures payés.",0.15,Positif
f2473466-6b2f-45d7-8e94-1493ba9eaa2b,Elothemany compte,"Non mais c'est grave ,même pour mes deux premiers paiements je ne reçois pas les -10% ,c'est quoi l intérêt de passer par l application ? Je paye par carte tout simplement ! Je ne recommande pas !!",1,25,1.5.4,2022-04-05 14:17:10,"Bonjour Mr Elothemany , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 ou visiter notre site internet www.orange.ma/orangemoney. Excellente journée",2022-04-11 17:19:06,"non mais c'est grave ,même pour mes deux premiers paiements je ne reçois pas les 10 ,c'est quoi l intérêt de passer par l application ? je paye par carte tout simplement ! je ne recommande pas !!",0.13291666666666668,Positif
a64f6a66-3a95-4be6-8aed-659053041f43,Youssef Alami,Bon application,5,0,1.5.4,2022-03-29 00:10:17,,,bon application,0.7,Positif
e9b9387e-4139-4091-a655-56e855deb6c8,Ahmed Koutaybi,très bonne application me rend beaucoup de services merci,5,3,1.5.4,2022-03-19 09:49:55,"Bonjour Mr Ahmed Koutaybi , Nous vous remercions pour votre intérêt, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney. Excellente journée.",2022-03-23 11:17:26,très bonne application me rend beaucoup de services merci,0.46666666666666673,Positif
39b6df73-f063-4ec2-946f-e2eccd1af427,Omarplayz How to fix,"Cette application est malfaite. Parce que j'entre mon compte avec mon code PIN. Il a dit ""Votre PIN est incorrecte"". Ils sont malfaite.",1,3,1.5.4,2022-03-05 11:32:47,"Bonjour Mr Omarplayz How to fix , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 121 ou au 0663121121 depuis un autre téléphone. N'hésitez pas à visiter notre site internet www.orange.ma. Excellente journée",2022-03-16 14:09:52,cette application est malfaite. parce que j'entre mon compte avec mon code pin. il a dit votre pin est incorrecte . ils sont malfaite.,0.0,Neutre
943f8654-aa98-4854-a798-a788d229e751,toumi12 Lamkadem,ههه,4,0,1.5.4,2022-02-28 23:08:12,"Bonjour Mr toumi12 Lamkadem, Nous vous remercions pour votre intérêt, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney. Excellente journée",2022-03-16 14:09:50,ههه,0.0,Neutre
902dd3c9-b66a-4527-9729-dec9179c653e,Alexandre Rodriguez,Manque beaucoup d'efforts,1,0,,2022-02-22 14:41:17,,,manque beaucoup d'efforts,0.1,Neutre
46b9a81d-53ed-4d7e-b0c6-83fe70c63eb3,Momo Destates,Mes Meilleurs!!!,5,0,,2022-02-20 16:05:49,,,mes meilleurs!!!,1.0,Positif
3e2f0ec9-be5e-4759-8c1f-48ee95049cc2,Abdelilah Mahrah,Attention attention hier j'ai envoyé de l'argent le destinataire a reçu un sms mais en allant à l'agence orange la transaction n'est pas affiché sur le système j'ai appelé 441 ils m'ont dis je peux rien faire et ils ne savent pas où la somme est partie et pas possible de faire réclamation. Puisque la somme est sortie de mon wallet Attention Attention Attention ⚠️ ⚠️ ⚠️,1,46,1.5.4,2022-02-19 15:21:11,,,attention attention hier j'ai envoyé de l'argent le destinataire a reçu un sms mais en allant à l'agence orange la transaction n'est pas affiché sur le système j'ai appelé 441 ils m'ont dis je peux rien faire et ils ne savent pas où la somme est partie et pas possible de faire réclamation. puisque la somme est sortie de mon wallet attention attention attention,0.0,Neutre
8a0d38b9-60d6-4d31-837a-113875d9e662,ELATTOUCHI KHAMALI,Super,5,1,1.5.4,2022-02-15 20:24:37,"Bonjour Mr ELATTOUCHI KHAMALI , Nous vous remercions pour votre intérêt, Pour toutes informations concernant Orange Money, n’hésitez pas à visiter notre site https://www.orange.ma/orangemoney. Bonne journée.",2022-02-16 21:18:29,super,0.7,Positif
145d05dd-5fc0-47e1-8fbb-eaafd7542181,Ahmed Bodour,Mal,1,1,1.5.4,2022-02-08 16:39:32,"Bonjour Mr Ahmed Bodour , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441 ou visiter notre site internet www.orange.ma/orangemoney. Excellente journée",2022-02-16 21:18:25,mal,-0.7,Négatif
e9430f29-785a-4778-b4f4-8b6e57544699,laissi Abdallah,Excellent,5,1,1.5.4,2022-02-08 15:21:43,"Bonjour Mr laissi Abdallah ,Nous vous remercions pour votre intérêt . Pour plus d’info sur le service Orange Money, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2022-02-16 21:18:26,excellent,0.5,Positif
7ffd780f-38cb-4dba-99d6-4b7f792229a3,Otmane Hadji,Service extrêmement nul et pas professionnel plusieurs réclamation en vain je sais pas pourquoi se lancer dans un service dont on est incapable orange doit resté un simple opérateur téléphonique pas plus,1,18,1.5.4,2022-02-04 14:43:44,,,service extrêmement nul et pas professionnel plusieurs réclamation en vain je sais pas pourquoi se lancer dans un service dont on est incapable orange doit resté un simple opérateur téléphonique pas plus,-0.15562499999999999,Négatif
ae6c8d12-b3a9-495e-8604-fd4f19dd48cc,Gislain Ndouka,Travel.State.Gov.,5,1,1.5.4,2022-01-31 09:02:59,,,travel.state.gov.,0.0,Neutre
bc5abfac-a271-46b2-b741-db0ee39657f8,aziz elghiouane,Merci pour cette application si super Je coudrai juste vous proposer d'ajouter la possibilite d'alimenter le solde par carte de recharge telephonique orange ou par dusmart solde *9,5,27,1.5.4,2022-01-30 22:33:45,,,merci pour cette application si super je coudrai juste vous proposer d'ajouter la possibilite d'alimenter le solde par carte de recharge telephonique orange ou par dusmart solde 9,0.304,Positif
36a51ef1-5172-41f4-b096-0f012752de26,BeugBamba Rek,Orange c est vraiment des arnaqueurs. J ai fais un transfert depuis mon compte Attidjari vers mon compte orange monney et je n ai jamais reçu mon argent alors que le transfert a déjà été effectué. Cela fait plus de 4 mois que je cours derrière cet argent mais rjrs rien tjrs la même reponse:on attend le retour du service administratif. Et c est décevant et regrettable de leur part. Faites attention et ne fait jamais confiance à orange.,1,23,1.5.4,2022-01-25 20:06:17,,,orange c est vraiment des arnaqueurs. j ai fais un transfert depuis mon compte attidjari vers mon compte orange monney et je n ai jamais reçu mon argent alors que le transfert a déjà été effectué. cela fait plus de 4 mois que je cours derrière cet argent mais rjrs rien tjrs la même reponse on attend le retour du service administratif. et c est décevant et regrettable de leur part. faites attention et ne fait jamais confiance à orange.,0.02142857142857143,Neutre
98288cdc-6ede-49b3-9bdc-85b1c38d0fe8,Brahim Brahim,Pas satisfait,2,0,,2022-01-16 00:39:15,,,pas satisfait,-0.15,Négatif
19b843d6-7132-47c1-aa02-1b8b252ed893,Anouar Anwar,حيدتو 10% 😠😠😠😠,1,0,1.5.4,2022-01-11 18:11:40,,,حيدتو 10,0.0,Neutre
9b430927-f2d1-43bc-a625-68697e033ce8,Zoubairi Abdelghani (Genius),"Application sans intérêt, la réduction reste temporairement, c'est juste une promotion, donc il n'y a une motivation pour télécharger l'application et pour bénéficier de la réduction, je préfère payer mon abonnement en utilisant la carte de grattage ou bien la carte bancaire.",1,118,1.5.4,2022-01-07 22:54:08,,,"application sans intérêt, la réduction reste temporairement, c'est juste une promotion, donc il n'y a une motivation pour télécharger l'application et pour bénéficier de la réduction, je préfère payer mon abonnement en utilisant la carte de grattage ou bien la carte bancaire.",0.11,Positif
de51856d-9561-48fc-8aa4-620d2b13b1b3,TV STAR étoile,J aime bien cette apli sa me facilit la tache mais pour les reduction trox faible,3,2,1.5.4,2022-01-05 22:57:13,"Bonjour TV STAR étoile, nous vous invitons à contacter notre service client au 441,0621000441 ou nous fournir vos coordonnées à l’adresse suivante : service.orangemoney@orange.com. Afin de vous apporter l’assistance nécessaire .Excellente journée",2021-05-04 14:03:52,j aime bien cette apli sa me facilit la tache mais pour les reduction trox faible,0.07333333333333332,Neutre
0faec3c3-598b-4f02-81a3-cef4736aba44,Nasser eddine Bribichy,Je viens de créer un compte après le code accès ne marche plus,1,0,1.5.4,2021-12-31 11:10:49,,,je viens de créer un compte après le code accès ne marche plus,0.15,Positif
9a258930-c9cd-400f-83b4-672c5868fa5c,Ghizlane Saber,C bon,5,1,1.5.4,2021-12-30 19:17:43,,,c bon,0.7,Positif
e5c042c1-9e64-43e4-a436-115bec91c6ed,Hamada1777n Hachimi,Tres b1,5,1,1.5.4,2021-12-30 18:10:17,"Bonjour Mr Hachimi, Nous vous remercions pour votre intérêt, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney. Excellente journée.",2022-01-04 15:05:22,tres b1,0.01,Neutre
5ebe27d6-dd80-4de0-804c-fcce10bc5871,Hicham Tricha,Je peux pas alimenter mon compte plus que 200 dh !!!,2,4,1.5.4,2021-12-28 15:33:03,"Bonjour Mr Hicham Tricha , vous avez actuellement un seuil limité à 200dh pour alimenter un montant plus important nous vous invitons à l’augmenter en accédant au site internet www.orange.ma/orangemoney. Sinon vous pouvez contacter le service client au 441,0621000441 pour vous apporter l’assistance nécessaire. Excellente journée.",2021-12-29 15:07:02,je peux pas alimenter mon compte plus que 200 dh !!!,0.29296875,Positif
4e9eaf08-80a1-4aac-8fc6-e912b63da8cc,L3am jay,"Null je viens de l'installer rien ne fonctionne bien, toujours réessayer plus tard",1,4,1.5.4,2021-12-28 11:06:49,"Bonjour Mr Abou Bakr , afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441.Pour plus d’info concernant le service Orange Money, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2021-12-29 12:05:31,"null je viens de l'installer rien ne fonctionne bien, toujours réessayer plus tard",0.075,Neutre
84b5b73d-522f-49a3-87e1-2c70d1a86160,Mustapha Bouman,J'ai recharge plusieurs recharges de mon compte l'orange monnaie vers itisalat et inwi désolé mon compte est 0,1,2,1.5.4,2021-12-27 18:01:00,"Bonjour Mr Mustapha Bouman, afin de vous apporter l’assistance nécessaire, nous vous invitons à contacter notre service client au 441,0621000441.Pour plus d’info concernant le service Orange Money, N'hésitez pas à visiter notre site internet www.orange.ma/orangemoney . Excellente journée.",2021-12-28 15:09:05,j'ai recharge plusieurs recharges de mon compte l'orange monnaie vers itisalat et inwi désolé mon compte est 0,-0.15,Négatif
